rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/fps,train/loss,train/learning_rate,train/clip_range,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/entropy_loss,train/clip_fraction
291.44,409600,-17.513,1001,200,409,25.582679748535156,0.0003,0.2,0.77718585729599,6890,-0.010154674446675926,0.019094449,49.717301496863364,-0.9512649437412619,0.19501953125
287.1,411648,-13.373999999999999,1009,201,407,11.853525161743164,0.0003,0.2,0.7737069129943848,6900,-0.017762654162652325,0.018668853,65.97217401266099,-0.9356285547837615,0.155908203125
290.14,413696,-14.668000000000001,1015,202,407,9.567549705505371,0.0003,0.2,0.7896831035614014,6910,-0.01947360314807156,0.01714914,43.35233521461487,-0.9393984885886312,0.197412109375
289.97,415744,-14.307,1021,203,407,20.31806182861328,0.0003,0.2,0.7714802026748657,6920,-0.016775951148883906,0.011023182,88.18604912757874,-0.8823245896026493,0.136572265625
293.52,417792,-16.625999999999998,1027,204,406,24.56609344482422,0.0003,0.2,0.8088509440422058,6930,-0.0168737121297454,0.017437577,58.73180370032787,-0.9433810310438275,0.189453125
290.16,419840,-13.583,1033,205,406,21.38900375366211,0.0003,0.2,0.7920776605606079,6940,-0.014420982074807399,0.017675163,71.62401056587696,-0.8943137416616083,0.1765625
291.94,421888,-14.229000000000001,1038,206,406,25.328571319580078,0.0003,0.2,0.7060331702232361,6950,-0.016081467705953402,0.009061663,114.85874232649803,-0.8010490871965885,0.09677734375
294.71,423936,-15.35,1043,207,406,12.75425910949707,0.0003,0.2,0.6607726812362671,6960,-0.012903633854875807,0.012125755,65.47116341590882,-0.8613784737884999,0.133935546875
298.7,425984,-17.368000000000002,1049,208,405,33.34831237792969,0.0003,0.2,0.7219918370246887,6970,-0.01562883898586733,0.009263001,80.46069658994675,-0.9217217935249209,0.115380859375
296.82,428032,-15.115,1055,209,405,18.767169952392578,0.0003,0.2,0.6186907291412354,6980,-0.012102630324079655,0.008661706,93.80919115543365,-0.8452342409640551,0.0888671875
297.34,430080,-15.273000000000001,1059,210,405,55.00044631958008,0.0003,0.2,0.704373836517334,6990,-0.018433650166844017,0.015904441,78.965841203928,-0.8947512026876211,0.168505859375
