time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/n_updates,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/approx_kl,train/clip_fraction,train/explained_variance
5695,800.0,74.138,410,839680,147,0.8033781066536904,0.0003,18770,-0.8469991572201252,0.2,-0.02208248298848048,0.12028814107179642,0.027852636,0.21435546875,0.9998623132705688
5708,800.0,73.868,411,841728,147,0.6884123167488724,0.0003,18780,-0.9136256940662861,0.2,-0.02507762385212118,0.14427658915519714,0.0383607,0.2466796875,0.9997775554656982
5720,800.0,74.09,412,843776,147,0.8924467474222183,0.0003,18790,-0.7933988256379962,0.2,-0.023950834028073586,0.36720573902130127,0.024130855,0.2169921875,0.9998714327812195
5732,800.0,73.14400000000002,413,845824,147,0.6905108249280602,0.0003,18800,-0.8923441935330629,0.2,-0.026311307545984163,0.35193032026290894,0.021313539,0.22841796875,0.9998815655708313
5748,800.0,72.03000000000002,414,847872,147,0.7993289196398109,0.0003,18810,-0.8360505046322941,0.2,-0.023236859960888978,0.4646252989768982,0.024779212,0.2330078125,0.9998753070831299
5766,800.0,71.85,415,849920,147,0.8170980692375451,0.0003,18820,-0.8974655034020543,0.2,-0.02402739056851715,0.2797830402851105,0.017809767,0.202734375,0.9999143481254578
5781,800.0,69.41400000000002,416,851968,147,0.748648593807593,0.0003,18830,-0.8482454089447856,0.2,-0.033396018075291065,0.18692587316036224,0.029203987,0.237109375,0.9998491406440735
5795,800.0,68.762,417,854016,147,0.8378758639097214,0.0003,18840,-0.885940371081233,0.2,-0.024217279643926302,0.13149286806583405,0.02109516,0.25205078125,0.9998281002044678
5809,800.0,68.30000000000001,418,856064,147,1.3110123642720282,0.0003,18850,-0.848735704831779,0.2,-0.03972631632350385,0.2513739764690399,0.02412732,0.189306640625,0.9993820190429688
5824,800.0,69.214,419,858112,147,0.6804819053504616,0.0003,18860,-0.8343122636899352,0.2,-0.025584296350280054,0.5418146848678589,0.023375332,0.24365234375,0.9998201131820679
5844,800.0,69.543,420,860160,147,0.8543439473956823,0.0003,18870,-0.924987330287695,0.2,-0.022825903522607403,0.1604674607515335,0.026747413,0.223779296875,0.9998403787612915
5860,800.0,69.38799999999999,421,862208,147,0.8369048218242824,0.0003,18880,-0.7897363057360053,0.2,-0.0262335842999164,0.3173273801803589,0.023870368,0.2279296875,0.9998902082443237
5877,800.0,69.30900000000001,422,864256,147,0.8157799709122628,0.0003,18890,-0.9090157985687256,0.2,-0.023392589608556592,0.3273630142211914,0.026386067,0.25166015625,0.9998340010643005
5893,800.0,69.48200000000001,423,866304,146,0.6021714725997299,0.0003,18900,-0.8149683747440577,0.2,-0.03377377824363066,0.1945466846227646,0.023142308,0.21220703125,0.9998913407325745
5912,800.0,69.51799999999999,424,868352,146,1.0629961855709553,0.0003,18910,-0.9036499844864011,0.2,-0.022026938872295433,0.10925661027431488,0.023298372,0.1994140625,0.9998170137405396
5930,800.0,68.96,425,870400,146,0.9429214999079705,0.0003,18920,-0.8618896970525384,0.2,-0.028320294887817,0.25736919045448303,0.024772957,0.236181640625,0.9997969269752502
5951,800.0,68.839,426,872448,146,0.6945799806620926,0.0003,18930,-0.8429898953065276,0.2,-0.033155349431035576,0.11745468527078629,0.025155026,0.21083984375,0.9998903274536133
5973,800.0,69.196,427,874496,146,0.6535449798218906,0.0003,18940,-0.9173018984496594,0.2,-0.03357273498841096,0.14103299379348755,0.025081627,0.2546875,0.9998323321342468
5997,800.0,68.70200000000001,428,876544,146,0.8829442786052824,0.0003,18950,-0.8504085592925549,0.2,-0.034284702812146864,0.2126508504152298,0.024714904,0.220654296875,0.9998197555541992
6017,800.0,67.72500000000001,429,878592,145,0.6670244459062815,0.0003,18960,-0.8867062270641327,0.2,-0.029021687537897377,0.18709221482276917,0.02731614,0.24970703125,0.9998666644096375
6035,800.0,67.199,430,880640,145,0.6262805084232241,0.0003,18970,-0.8320723040029406,0.2,-0.03242504705558531,0.21288716793060303,0.029484175,0.247705078125,0.9999028444290161
6052,800.0,66.394,431,882688,145,0.8596243305131793,0.0003,18980,-0.8918608264997602,0.2,-0.027727420102746692,0.17968890070915222,0.028837286,0.25078125,0.999848484992981
6066,800.0,65.36,432,884736,145,1.0889328882098197,0.0003,18990,-0.837268452346325,0.2,-0.032262014499428913,0.11619189381599426,0.021017361,0.201806640625,0.9997938275337219
6080,800.0,64.681,433,886784,145,0.875538370385766,0.0003,19000,-0.8741605574265122,0.2,-0.03415470457985066,0.4721643626689911,0.02385965,0.23564453125,0.9998432993888855
6097,800.0,67.45000000000002,434,888832,145,0.8392285604961216,0.0003,19010,-0.8638813339173794,0.2,-0.029245041351532563,0.18632954359054565,0.023695221,0.198583984375,0.9997466802597046
6115,800.0,67.34100000000002,435,890880,145,1.0812451451085507,0.0003,19020,-0.848711104132235,0.2,-0.03124117058541742,0.34648317098617554,0.022841668,0.191650390625,0.9998190999031067
6128,800.0,67.663,436,892928,145,0.6677015521097929,0.0003,19030,-0.8849129481241107,0.2,-0.025148232938954608,0.09823690354824066,0.0432719,0.259033203125,0.9997279644012451
6142,800.0,67.834,437,894976,145,1.19777200371027,0.0003,19040,-0.8432040495797992,0.2,-0.034550059569301086,0.33992934226989746,0.022065628,0.199462890625,0.9997693300247192
6157,800.0,67.051,438,897024,145,0.9199784164316952,0.0003,19050,-0.8665655521675945,0.2,-0.02933319672010839,0.344692587852478,0.029784543,0.1875,0.9998173117637634
6172,800.0,66.908,439,899072,145,1.0647230941802264,0.0003,19060,-0.8533560004085302,0.2,-0.03318707115395227,0.9469844102859497,0.02690295,0.2302734375,0.9997648000717163
6186,800.0,66.546,440,901120,145,1.0148898939602078,0.0003,19070,-0.8888853330165147,0.2,-0.023556709839613176,0.5088970065116882,0.016669165,0.19560546875,0.9996976256370544
6199,800.0,65.51,441,903168,145,0.7931028946302832,0.0003,19080,-0.880074137635529,0.2,-0.03237147823820123,0.08387724310159683,0.030721078,0.20439453125,0.999821662902832
6213,800.0,65.22800000000001,442,905216,145,0.7214031639974564,0.0003,19090,-0.8591825427487493,0.2,-0.02617589659494115,0.19086414575576782,0.027760092,0.21923828125,0.9998425841331482
6228,800.0,64.531,443,907264,145,0.8164110361598432,0.0003,19100,-0.8655450150370598,0.2,-0.026327185935224408,0.22650839388370514,0.032662913,0.22978515625,0.9998419880867004
6242,800.0,64.57900000000001,444,909312,145,0.6933457873295993,0.0003,19110,-0.8582426613196731,0.2,-0.03488706878561061,0.2614973485469818,0.031678144,0.240576171875,0.9998347759246826
6255,800.0,63.61600000000001,445,911360,145,0.6228031021077186,0.0003,19120,-0.9084569757804275,0.2,-0.028042302967514844,0.45431897044181824,0.033869583,0.25947265625,0.9998089671134949
6271,800.0,63.334,446,913408,145,0.9365751382894814,0.0003,19130,-0.8671944970265031,0.2,-0.026053391222376376,0.3474157154560089,0.024589702,0.219921875,0.9996520280838013
6287,800.0,63.367000000000004,447,915456,145,0.7800698051229119,0.0003,19140,-0.9347898526117205,0.2,-0.03712256568978774,0.27832937240600586,0.026980026,0.268896484375,0.9998205900192261
6304,800.0,62.958999999999996,448,917504,145,0.7073601278010756,0.0003,19150,-0.823165069334209,0.2,-0.036024253311916256,0.1794142872095108,0.025508408,0.23271484375,0.9998306035995483
6320,800.0,63.60300000000001,449,919552,145,0.8925420512445271,0.0003,19160,-0.9029164122417569,0.2,-0.031427275245368945,0.24560730159282684,0.021052532,0.212451171875,0.9997894763946533
6334,800.0,62.673,450,921600,145,0.5910674373619258,0.0003,19170,-0.8925410741940141,0.2,-0.031974584970157593,0.096563920378685,0.02463232,0.20986328125,0.9998123049736023
6347,800.0,62.34700000000001,451,923648,145,0.9122033367864788,0.0003,19180,-0.8486323192715645,0.2,-0.02871787545082043,0.5576974749565125,0.021169271,0.231591796875,0.9998262524604797
6360,800.0,62.841,452,925696,145,0.6412911466322839,0.0003,19190,-0.921337834559381,0.2,-0.030469606863334775,0.3820192217826843,0.023197606,0.2423828125,0.9998435974121094
6375,800.0,63.07800000000001,453,927744,145,0.7338598784059286,0.0003,19200,-0.846997644379735,0.2,-0.03337360144796549,0.30412518978118896,0.030907422,0.2529296875,0.9998629689216614
6389,800.0,62.27400000000001,454,929792,145,0.44620499880984427,0.0003,19210,-0.9198857225477696,0.2,-0.0397163356654346,0.0964006781578064,0.025046304,0.268310546875,0.9998546838760376
6403,800.0,63.503000000000014,455,931840,145,0.5469805743545294,0.0003,19220,-0.8464789804071188,0.2,-0.033329469444288405,0.07269696891307831,0.024323251,0.240478515625,0.9998866319656372
6416,800.0,63.63700000000001,456,933888,145,0.5830358584411443,0.0003,19230,-0.9317221578210593,0.2,-0.0291245980450185,0.5498119592666626,0.027301308,0.2193359375,0.999888002872467
6431,800.0,62.792,457,935936,145,0.6581539875362068,0.0003,19240,-0.8555667873471975,0.2,-0.031228477219701744,0.5472726821899414,0.022904146,0.19716796875,0.9998055696487427
6445,800.0,62.891000000000005,458,937984,145,0.7904085325077176,0.0003,19250,-0.8730649542063474,0.2,-0.03133728923130548,0.11750678718090057,0.03378831,0.225341796875,0.9998588562011719
6459,800.0,61.80699999999999,459,940032,145,0.6541164703667164,0.0003,19260,-0.8918932508677244,0.2,-0.03195058713608887,0.052627019584178925,0.021614356,0.205615234375,0.9998536705970764
6472,800.0,60.84,460,942080,145,0.9067300917580724,0.0003,19270,-0.8799596080556512,0.2,-0.025858185486868024,0.14538097381591797,0.024144612,0.20634765625,0.9998612403869629
6486,800.0,60.408,461,944128,145,0.8749410562217236,0.0003,19280,-0.9084472268819809,0.2,-0.030651044532714878,0.3131275177001953,0.022251794,0.23564453125,0.9998238682746887
6499,800.0,59.12200000000001,462,946176,145,0.9070484935771674,0.0003,19290,-0.8667483005672694,0.2,-0.026235029236704576,0.5824389457702637,0.02511588,0.223583984375,0.9998619556427002
6513,800.0,57.96900000000001,463,948224,145,0.811677813064307,0.0003,19300,-0.9641099601984024,0.2,-0.034026724814611956,0.1732008308172226,0.029044855,0.236669921875,0.9997623562812805
6529,800.0,56.143,464,950272,145,0.6689621014520526,0.0003,19310,-0.8503868989646435,0.2,-0.036644615365366916,-8.670985698699951e-05,0.026480429,0.25498046875,0.9997953176498413
6544,800.0,55.82599999999999,465,952320,145,0.6343028470408172,0.0003,19320,-0.9551134029403329,0.2,-0.03308720008499222,0.14105334877967834,0.02258504,0.251611328125,0.9998407363891602
6562,800.0,54.93599999999999,466,954368,145,0.8542173871770501,0.0003,19330,-0.8805296620354056,0.2,-0.027469328539154958,0.1191348135471344,0.028014041,0.230029296875,0.9997660517692566
6575,800.0,54.715999999999994,467,956416,145,0.5639862716663628,0.0003,19340,-0.8944829780608415,0.2,-0.03222949241026072,0.06477479636669159,0.030136269,0.255712890625,0.9998703002929688
6587,800.0,53.203,468,958464,145,0.6475655127316713,0.0003,19350,-0.9414257781580091,0.2,-0.03313243836455513,0.1797035038471222,0.02717255,0.245556640625,0.9998464584350586
6599,800.0,53.21300000000001,469,960512,145,0.707511375984177,0.0003,19360,-0.898503202944994,0.2,-0.03332966174784815,0.43781980872154236,0.021979094,0.187841796875,0.9998465776443481
6611,800.0,52.985,470,962560,145,0.5467610233929008,0.0003,19370,-0.9216795530170202,0.2,-0.03196578820934519,0.03563620150089264,0.015120778,0.170166015625,0.9998977184295654
6623,800.0,52.457,471,964608,145,0.6923862014897167,0.0003,19380,-0.8573617825284601,0.2,-0.034798634759499694,0.06621865183115005,0.0348017,0.220263671875,0.9998716115951538
6636,800.0,52.102999999999994,472,966656,145,0.7730403657536954,0.0003,19390,-0.9394826587289572,0.2,-0.02768115465150913,0.26219630241394043,0.016140327,0.183349609375,0.9998782277107239
6649,800.0,51.613000000000014,473,968704,145,0.8393358721397817,0.0003,19400,-0.8635115111246705,0.2,-0.038033049163641405,0.34519749879837036,0.021454193,0.235205078125,0.9997902512550354
6663,800.0,51.93,474,970752,145,0.8794847403652966,0.0003,19410,-0.8975453190505505,0.2,-0.03253972842212534,0.1268482506275177,0.022911616,0.245654296875,0.9998100399971008
6677,800.0,50.77799999999999,475,972800,145,0.6867597217205912,0.0003,19420,-0.9410364553332329,0.2,-0.031119355409464332,0.23172180354595184,0.018114911,0.199658203125,0.9998041987419128
6690,800.0,50.051,476,974848,145,0.9340817222371698,0.0003,19430,-0.8878378823399544,0.2,-0.025134553288808092,0.24168670177459717,0.02264623,0.200439453125,0.9997918009757996
6704,800.0,49.68,477,976896,145,0.5998705021571368,0.0003,19440,-0.9548642845824361,0.2,-0.03389808510837611,0.13176849484443665,0.02457977,0.254248046875,0.9998525977134705
6719,800.0,49.165,478,978944,145,0.8177513672970236,0.0003,19450,-0.8658331735059619,0.2,-0.032235123548889535,0.2276902049779892,0.028706716,0.256689453125,0.9998126029968262
6731,800.0,47.732000000000006,479,980992,145,0.5105926169548184,0.0003,19460,-0.9642783001065254,0.2,-0.02755494157463545,0.26035308837890625,0.025068492,0.2599609375,0.9998411536216736
6743,800.0,46.62000000000001,480,983040,145,0.9301595754921437,0.0003,19470,-0.8628914082422853,0.2,-0.03154352881101659,0.18685753643512726,0.030156048,0.227001953125,0.9997177720069885
6757,800.0,46.52800000000001,481,985088,145,0.9313208653591574,0.0003,19480,-0.9308423159644008,0.2,-0.030595966782129835,0.3558131456375122,0.03944952,0.270703125,0.9996907114982605
6771,800.0,45.603,482,987136,145,1.0116809953004122,0.0003,19490,-0.8778974795714021,0.2,-0.03832585040363483,0.2718276381492615,0.023018174,0.22626953125,0.999690592288971
6789,800.0,44.915,483,989184,145,0.7600436120294034,0.0003,19500,-0.8990156980231404,0.2,-0.030958293803269043,0.1288594901561737,0.028525436,0.212451171875,0.9998099207878113
6802,800.0,45.208,484,991232,145,1.1413182727992535,0.0003,19510,-0.9068428583443164,0.2,-0.02461462752544321,0.434589147567749,0.019387523,0.178173828125,0.9996770620346069
6815,800.0,45.40500000000001,485,993280,145,0.7062592295929789,0.0003,19520,-0.8946941561996937,0.2,-0.02522442589106504,0.08672244101762772,0.02437938,0.226806640625,0.9997811317443848
6827,800.0,44.916,486,995328,145,1.0053469494916498,0.0003,19530,-0.9527460619807243,0.2,-0.03627420062694,0.4676869213581085,0.021868668,0.221240234375,0.9996983408927917
6839,800.0,44.424,487,997376,145,1.07797980196774,0.0003,19540,-0.8957993343472481,0.2,-0.03187846109649399,0.16369526088237762,0.02320456,0.220849609375,0.9996981024742126
6851,800.0,44.83299999999999,488,999424,145,0.8729416081681848,0.0003,19550,-0.9640811443328857,0.2,-0.035091991967055945,0.1892915666103363,0.023588229,0.2212890625,0.9997379779815674
6864,800.0,43.971,489,1001472,145,0.7511671937070787,0.0003,19560,-0.8787393555045128,0.2,-0.0388431916362606,0.08493923395872116,0.02704179,0.2296875,0.9998289942741394
6875,800.0,43.029,490,1003520,145,0.6191829522140324,0.0003,19570,-0.9479659151285886,0.2,-0.029359539161669092,0.17130278050899506,0.024405226,0.22353515625,0.9998672604560852
6891,800.0,42.016000000000005,491,1005568,145,0.9856308719143272,0.0003,19580,-0.902886038646102,0.2,-0.030237515334738417,0.2095455825328827,0.018962108,0.19091796875,0.9998257160186768
6906,800.0,40.013,492,1007616,145,0.9791077915579081,0.0003,19590,-0.9559715626761317,0.2,-0.02622738067584578,0.4220622479915619,0.018701825,0.242041015625,0.9997800588607788
6917,800.0,38.946999999999996,493,1009664,145,0.6995669312775135,0.0003,19600,-0.8783346749842167,0.2,-0.03017863757122541,0.15731899440288544,0.027094567,0.260986328125,0.9997379183769226
6930,800.0,37.586999999999996,494,1011712,145,0.6969963619019837,0.0003,19610,-0.8803790843114256,0.2,-0.028971733241633046,0.19292917847633362,0.02757469,0.232177734375,0.9998267889022827
6941,800.0,37.260000000000005,495,1013760,146,0.5245706191286444,0.0003,19620,-0.9625625349581242,0.2,-0.032442253091721794,0.1255609393119812,0.021279477,0.2591796875,0.9997750520706177
6953,800.0,37.236,496,1015808,146,0.9199038621969521,0.0003,19630,-0.8468371039256454,0.2,-0.03290542683535023,0.145407035946846,0.01870947,0.19140625,0.9998518824577332
6965,800.0,36.779999999999994,497,1017856,146,0.8025813756044954,0.0003,19640,-0.9490693472325802,0.2,-0.022523275729326997,0.24586215615272522,0.021949584,0.23193359375,0.9998648166656494
6977,800.0,36.096,498,1019904,146,0.756781789008528,0.0003,19650,-0.8843408565968275,0.2,-0.03724843674790464,0.1862386018037796,0.025129054,0.2447265625,0.9998540878295898
6990,800.0,35.720000000000006,499,1021952,146,0.772770739812404,0.0003,19660,-0.9065344035625458,0.2,-0.029260745277133536,0.04170297086238861,0.025630133,0.222509765625,0.9998604655265808
7003,800.0,33.49700000000001,500,1024000,146,0.6285164057277143,0.0003,19670,-0.9226076634600758,0.2,-0.027475068856438155,0.1640366017818451,0.03341358,0.215869140625,0.9998778104782104
7017,800.0,33.167,501,1026048,146,0.8165326860733331,0.0003,19680,-0.8663724699988962,0.2,-0.029310916650865694,0.14177212119102478,0.037926767,0.2486328125,0.9998064041137695
7033,800.0,32.30500000000001,502,1028096,146,0.5780707868281751,0.0003,19690,-0.94668182823807,0.2,-0.03318893996765837,0.050984300673007965,0.025833694,0.28916015625,0.9998279809951782
7049,800.0,31.517000000000003,503,1030144,146,0.6681981381960214,0.0003,19700,-0.879269021935761,0.2,-0.035123197888606225,0.032826684415340424,0.030547773,0.247607421875,0.9998193383216858
7062,800.0,29.122999999999998,504,1032192,146,0.5360758809372783,0.0003,19710,-0.9728583209216595,0.2,-0.029395875711634288,0.1450861394405365,0.029823381,0.28671875,0.9997011423110962
7074,800.0,28.671,505,1034240,146,0.7931193445809186,0.0003,19720,-0.8892116367816925,0.2,-0.028881089693459216,0.4354149401187897,0.024939187,0.246728515625,0.9995541572570801
7085,800.0,27.291999999999998,506,1036288,146,0.9998290728777647,0.0003,19730,-0.9631291126832366,0.2,-0.028398418091819623,0.11546335369348526,0.023305606,0.229931640625,0.9998623728752136
7097,800.0,27.258000000000003,507,1038336,146,0.844381115399301,0.0003,19740,-0.8738847579807043,0.2,-0.022808726751827636,0.21917587518692017,0.02691233,0.19169921875,0.9997653365135193
7111,800.0,26.622000000000003,508,1040384,146,0.847906646784395,0.0003,19750,-0.8998463314026595,0.2,-0.026066737686051056,0.29138875007629395,0.020364689,0.1998046875,0.9997320771217346
7125,800.0,25.444000000000003,509,1042432,146,0.6583115240558982,0.0003,19760,-0.9364075737074018,0.2,-0.03729382974561304,0.10729660093784332,0.025968382,0.243896484375,0.9998160600662231
7137,800.0,25.27,510,1044480,146,0.9459232330322266,0.0003,19770,-0.9204271273687482,0.2,-0.03295997143432032,0.1900804340839386,0.024705766,0.237744140625,0.9996929168701172
7150,800.0,24.388,511,1046528,146,0.6004996764007956,0.0003,19780,-0.9437212273478508,0.2,-0.0343072804127587,0.15635539591312408,0.03171246,0.25234375,0.9998507499694824
7162,800.0,24.082000000000004,512,1048576,146,0.682919246237725,0.0003,19790,-0.9016157604753972,0.2,-0.029308415057312232,0.3571712374687195,0.03345537,0.2509765625,0.9998681545257568
7175,800.0,21.72300000000001,513,1050624,146,1.2195846688933671,0.0003,19800,-0.959843510389328,0.2,-0.020066335119190627,0.20936965942382812,0.020407269,0.217822265625,0.9996466636657715
7187,800.0,20.529000000000007,514,1052672,146,0.732087881444022,0.0003,19810,-0.9371419971808791,0.2,-0.03469958809146192,0.2094583362340927,0.02923594,0.27216796875,0.9998061656951904
7200,800.0,20.043000000000003,515,1054720,146,0.807157885748893,0.0003,19820,-0.9632546534761787,0.2,-0.024654747657768893,0.33346688747406006,0.017655354,0.17177734375,0.9998637437820435
7213,800.0,17.706000000000003,516,1056768,146,0.7569470046553761,0.0003,19830,-0.9590194215998054,0.2,-0.02884552687901305,0.412099152803421,0.031842194,0.255322265625,0.9997552037239075
7224,800.0,17.234,517,1058816,146,0.6813547529745847,0.0003,19840,-0.9700489822775126,0.2,-0.03193832262331853,0.29166287183761597,0.023940902,0.253857421875,0.9998024702072144
7237,800.0,18.178,518,1060864,146,0.6732208457775414,0.0003,19850,-0.9682356145232915,0.2,-0.02490474825463025,0.0470542386174202,0.031166362,0.258447265625,0.9997479319572449
7249,800.0,18.590000000000003,519,1062912,146,1.1418158248998225,0.0003,19860,-0.9084613306447864,0.2,-0.042693745373981073,0.21416069567203522,0.026468419,0.25546875,0.9996628165245056
7261,800.0,18.121000000000002,520,1064960,146,0.8457790100947022,0.0003,19870,-0.9759862560778856,0.2,-0.037977486092131585,0.5905840396881104,0.022966217,0.244873046875,0.9997247457504272
7273,800.0,18.083,521,1067008,146,0.6667789135128259,0.0003,19880,-0.9358900988474488,0.2,-0.040985066229768566,0.3261922597885132,0.023658477,0.236376953125,0.9997960925102234
7286,800.0,18.185000000000002,522,1069056,146,0.6816487210802734,0.0003,19890,-0.9851143075153231,0.2,-0.04037260690674884,0.03098951280117035,0.023206627,0.227099609375,0.9998036623001099
7298,800.0,17.489,523,1071104,146,0.8551267176866532,0.0003,19900,-0.934953417442739,0.2,-0.035199427633779125,0.1435333639383316,0.03211688,0.254248046875,0.9996820688247681
7310,800.0,16.459999999999997,524,1073152,146,0.6357115025166422,0.0003,19910,-0.9425794813781977,0.2,-0.041017553409619725,0.18318134546279907,0.030193826,0.272412109375,0.9998249411582947
7323,800.0,16.387,525,1075200,146,0.6625467355828732,0.0003,19920,-0.9787189990282059,0.2,-0.03807950201589847,0.10145081579685211,0.033263918,0.259814453125,0.999756395816803
7336,800.0,17.103000000000005,526,1077248,146,1.124089268501848,0.0003,19930,-0.9454441795125603,0.2,-0.03424327594402712,0.4549092650413513,0.021357339,0.2193359375,0.9997991919517517
7348,800.0,16.156000000000002,527,1079296,146,1.089337510522455,0.0003,19940,-0.9642415083944798,0.2,-0.036490925993712155,0.2140544354915619,0.033588767,0.267431640625,0.9995129108428955
7362,800.0,17.562,528,1081344,146,0.8316061379387975,0.0003,19950,-0.936782076023519,0.2,-0.037155869882553816,0.18605603277683258,0.023691412,0.234033203125,0.999801754951477
7378,800.0,17.679,529,1083392,146,1.662776903435588,0.0003,19960,-0.9650680165737867,0.2,-0.03402282385795843,0.5633193254470825,0.028740857,0.22919921875,0.9995541572570801
7393,800.0,17.644999999999996,530,1085440,146,0.9514336913824082,0.0003,19970,-0.9414525693282485,0.2,-0.03457691468938719,0.30158692598342896,0.023162749,0.20849609375,0.9996277093887329
7407,800.0,18.633,531,1087488,146,0.9978789509274065,0.0003,19980,-0.9797893958166242,0.2,-0.03858139699877938,0.3128983676433563,0.024109129,0.23955078125,0.9997673034667969
7425,800.0,20.171999999999997,532,1089536,146,0.6352550223935396,0.0003,19990,-0.9449777537956834,0.2,-0.037850168056320396,-0.007277697324752808,0.029452862,0.25673828125,0.999709963798523
7441,800.0,21.712,533,1091584,146,0.977286329306662,0.0003,20000,-0.9385568358004093,0.2,-0.04031456494121812,0.38767728209495544,0.027534332,0.26044921875,0.9997055530548096
7456,800.0,21.776,534,1093632,146,0.748325667064637,0.0003,20010,-0.933281135186553,0.2,-0.03324948784866137,0.3961559534072876,0.025319608,0.24013671875,0.9997202754020691
7471,800.0,20.053999999999995,535,1095680,146,1.0887444352731108,0.0003,20020,-0.936085456982255,0.2,-0.036149405323521934,0.22268877923488617,0.024976343,0.2123046875,0.9997541904449463
7485,800.0,19.350999999999996,536,1097728,146,0.8740161921363324,0.0003,20030,-0.9479326760396362,0.2,-0.021672903490252794,-0.006431229412555695,0.02644573,0.22451171875,0.9993134140968323
7498,800.0,19.479999999999997,537,1099776,146,0.8314504342153668,0.0003,20040,-0.9514270959421992,0.2,-0.03531143550935667,0.2398129105567932,0.023837749,0.247802734375,0.9996704459190369
7513,800.0,18.200999999999997,538,1101824,146,0.7652354374527931,0.0003,20050,-1.0144732462242245,0.2,-0.04346202523156535,0.1022191047668457,0.03429381,0.31591796875,0.9995312690734863
7526,800.0,20.228999999999996,539,1103872,146,1.263465466350317,0.0003,20060,-0.8929644519463181,0.2,-0.039636136704939415,0.22978609800338745,0.022108164,0.209765625,0.9996676445007324
7542,800.0,21.363999999999997,540,1105920,146,0.8872364219278097,0.0003,20070,-0.9709735127165914,0.2,-0.03864342947199475,0.3160572946071625,0.030807137,0.26328125,0.9997462034225464
7563,800.0,23.028000000000002,541,1107968,146,1.0075717946514486,0.0003,20080,-0.92057022806257,0.2,-0.04179923364717979,0.3891134560108185,0.024730379,0.258154296875,0.9997064471244812
7578,800.0,24.599,542,1110016,146,0.9077949005644769,0.0003,20090,-0.8920669127255678,0.2,-0.038485155602393205,0.08304867893457413,0.023472093,0.241162109375,0.9997561573982239
7592,800.0,27.270999999999994,543,1112064,146,0.6314929949119688,0.0003,20100,-0.9268172254785896,0.2,-0.03454771278484259,0.08492014557123184,0.02909261,0.2380859375,0.9997928738594055
7610,800.0,27.653,544,1114112,146,0.8287447905167937,0.0003,20110,-0.9327522726729512,0.2,-0.0401758250882267,0.3893144726753235,0.02912378,0.23701171875,0.9997794032096863
7628,800.0,28.967999999999996,545,1116160,146,0.851746477605775,0.0003,20120,-0.9502318244427442,0.2,-0.037759450325393115,0.33244454860687256,0.030236838,0.241552734375,0.9995245933532715
7645,800.0,30.173,546,1118208,146,0.7219269598834217,0.0003,20130,-0.9140158833935856,0.2,-0.03803251209610607,0.0890088826417923,0.022379566,0.21318359375,0.999769926071167
7658,800.0,31.008000000000003,547,1120256,146,0.9944063308648765,0.0003,20140,-0.9611591719090938,0.2,-0.036769684264436366,0.22703397274017334,0.02646064,0.24912109375,0.9996721148490906
7672,800.0,32.083,548,1122304,146,0.8589033203665167,0.0003,20150,-0.8953246179968118,0.2,-0.039458498076419345,0.17874775826931,0.03190343,0.25224609375,0.9996849894523621
7688,800.0,32.681999999999995,549,1124352,146,0.8065755090210587,0.0003,20160,-0.9110543429851532,0.2,-0.042062224936671555,0.30588263273239136,0.026418354,0.253662109375,0.9997236728668213
7705,800.0,33.68899999999999,550,1126400,146,0.8697617774829268,0.0003,20170,-0.9092465808615089,0.2,-0.03900551441183779,0.11449480056762695,0.029902646,0.257666015625,0.9996730089187622
7718,800.0,34.436,551,1128448,146,1.1730201804079115,0.0003,20180,-0.9123468415811657,0.2,-0.035392967468942514,0.3674841821193695,0.024056178,0.219287109375,0.9996429681777954
7731,800.0,37.68899999999999,552,1130496,146,1.1151853827759624,0.0003,20190,-0.9171343840658664,0.2,-0.037768553470959886,0.26789015531539917,0.02370587,0.222607421875,0.9996696710586548
7743,800.0,38.317,553,1132544,146,1.2681334283202887,0.0003,20200,-0.8854053916409612,0.2,-0.03935804116626969,0.38930314779281616,0.022727393,0.225,0.9997154474258423
7758,800.0,39.452999999999996,554,1134592,146,1.2272495791316032,0.0003,20210,-0.9388288985937834,0.2,-0.03781662716792198,0.2026067078113556,0.029769182,0.247705078125,0.9995253086090088
7790,800.0,42.22999999999999,555,1136640,145,1.1380740977823733,0.0003,20220,-0.8823000619187951,0.2,-0.03685485158493975,0.42376506328582764,0.024237867,0.2318359375,0.999580979347229
7809,800.0,43.01299999999999,556,1138688,145,0.822932615224272,0.0003,20230,-0.9569219222292304,0.2,-0.034388640320685226,0.28798699378967285,0.024187632,0.201513671875,0.9996686577796936
7822,800.0,43.091000000000015,557,1140736,145,0.9403552208095789,0.0003,20240,-0.8851742532104254,0.2,-0.045050187612650915,0.3427828252315521,0.029781934,0.221533203125,0.9996383190155029
7835,800.0,43.58000000000001,558,1142784,145,0.9524023927748203,0.0003,20250,-0.9047029433771968,0.2,-0.04298369397874922,0.19228717684745789,0.027695134,0.273486328125,0.9997550249099731
7851,800.0,45.052,559,1144832,145,0.9508988897316157,0.0003,20260,-0.9055547542870045,0.2,-0.03245601107046241,0.1956406533718109,0.02189804,0.249169921875,0.9996030926704407
