time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/n_updates,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/approx_kl,train/clip_fraction,train/explained_variance
1014,799.22,99.30700000000003,67,137216,135,238.16009732186794,0.0003,15340,-0.7550754867494106,0.2,-0.011757592607318656,233.18182373046875,0.011537304,0.103466796875,0.9698283076286316
1027,799.22,96.354,68,139264,135,7.586998957395553,0.0003,15350,-0.8309465201571584,0.2,-0.02438066093600355,2.737715721130371,0.021409249,0.2052734375,0.9980455636978149
1039,799.22,96.80499999999998,69,141312,135,4.692511216551066,0.0003,15360,-0.7873920012265444,0.2,-0.022599883025395683,1.78244948387146,0.022555765,0.19619140625,0.9977428317070007
1051,799.22,96.42699999999999,70,143360,136,7.577014710009098,0.0003,15370,-0.7931756168603897,0.2,-0.026721534224634524,1.9002097845077515,0.024475351,0.185205078125,0.998439371585846
1064,799.22,99.40700000000002,71,145408,136,3.9629997696727512,0.0003,15380,-0.8110646376386285,0.2,-0.025506015575956553,0.7097141146659851,0.017882314,0.17119140625,0.9989384412765503
1078,799.22,100.96700000000003,72,147456,136,3.9115449409931897,0.0003,15390,-0.8017345063388348,0.2,-0.029241220628318843,1.4891334772109985,0.025413875,0.18994140625,0.9990779161453247
1091,799.22,100.883,73,149504,136,3.3828162577003242,0.0003,15400,-0.8122945768758655,0.2,-0.02661619648715714,0.8732010126113892,0.018025922,0.17685546875,0.9989055395126343
1103,799.22,100.99300000000001,74,151552,137,3.3986570492386816,0.0003,15410,-0.840261303447187,0.2,-0.028441545780515297,0.8228407502174377,0.023096384,0.203515625,0.9987887144088745
1115,799.22,99.715,75,153600,137,3.2291441038250923,0.0003,15420,-0.8089795535430312,0.2,-0.029364444807288236,1.0067602396011353,0.020845413,0.180859375,0.9988443851470947
1127,799.22,99.12599999999999,76,155648,138,2.6958473931998013,0.0003,15430,-0.8043927188962698,0.2,-0.028728889644844456,0.7195492386817932,0.024166055,0.19755859375,0.9991657733917236
1139,799.22,98.18300000000004,77,157696,138,3.58091493062675,0.0003,15440,-0.8645509481430054,0.2,-0.028046841249306453,1.5464832782745361,0.025323572,0.192236328125,0.9991364479064941
1151,799.22,97.219,78,159744,138,2.727506071701646,0.0003,15450,-0.8402928818017245,0.2,-0.03525780427735299,0.7214241027832031,0.027996708,0.2408203125,0.9988343119621277
1164,799.22,96.43099999999998,79,161792,138,2.861452736705542,0.0003,15460,-0.7862113688141108,0.2,-0.041819732726435174,0.6204567551612854,0.035323583,0.24091796875,0.9992039799690247
1176,799.22,96.227,80,163840,139,2.691547006741166,0.0003,15470,-0.7891215067356825,0.2,-0.017669139719509987,1.1865795850753784,0.026873553,0.2009765625,0.9984170198440552
1188,799.22,96.33300000000001,81,165888,139,2.2890241753309963,0.0003,15480,-0.7791259046643972,0.2,-0.027920601516962053,0.6542299389839172,0.020600762,0.194287109375,0.9994263052940369
1200,799.22,96.336,82,167936,139,3.35714613199234,0.0003,15490,-0.8138348711654544,0.2,-0.03481696919043316,0.5499144196510315,0.029633831,0.22470703125,0.9990655183792114
1212,799.22,96.847,83,169984,140,3.3026292409747837,0.0003,15500,-0.7353873249143362,0.2,-0.026763930966262707,0.5140887498855591,0.01778508,0.156201171875,0.9989956617355347
1225,799.22,96.08099999999999,84,172032,140,2.2377540200948713,0.0003,15510,-0.8112444583326578,0.2,-0.03007041284290608,0.97563236951828,0.02443564,0.21044921875,0.9994774460792542
1237,798.94,96.52099999999999,85,174080,140,2.045581967011094,0.0003,15520,-0.7750288205221295,0.2,-0.02789420042099664,0.7722821831703186,0.022805788,0.19189453125,0.9993517398834229
1249,798.94,95.362,86,176128,141,279.76403803229334,0.0003,15530,-0.7729445764794945,0.2,-0.012193167388613802,74.22335815429688,0.010663869,0.107568359375,0.959606409072876
1261,798.94,95.30900000000001,87,178176,141,3.5766291240230204,0.0003,15540,-0.8039472365751863,0.2,-0.02560726533702109,1.5174250602722168,0.025998361,0.215771484375,0.998422384262085
1273,798.94,95.39300000000003,88,180224,141,3.4348134443163874,0.0003,15550,-0.7627993665635586,0.2,-0.030403468072472607,1.0841524600982666,0.019166723,0.18310546875,0.9991165995597839
1286,798.94,93.385,89,182272,141,3.236944956704974,0.0003,15560,-0.7669353621080518,0.2,-0.028043897024326726,0.9445276260375977,0.02457057,0.20234375,0.9990174174308777
1298,798.94,92.44599999999998,90,184320,141,2.486933422833681,0.0003,15570,-0.7927975306287408,0.2,-0.025480334317398955,0.7148429155349731,0.025365446,0.208251953125,0.998454213142395
1310,798.94,91.77899999999998,91,186368,142,3.740247386880219,0.0003,15580,-0.8168526882305741,0.2,-0.021996737347217278,1.0567219257354736,0.02358561,0.1814453125,0.9986677765846252
1322,798.94,91.243,92,188416,142,3.1661521159112453,0.0003,15590,-0.6972472414374351,0.2,-0.02615587998952833,0.8872544169425964,0.018238503,0.161083984375,0.9991294741630554
1334,798.94,91.01399999999998,93,190464,142,2.8446789741516114,0.0003,15600,-0.7735220463946462,0.2,-0.023921943793538958,1.5969140529632568,0.027376845,0.219580078125,0.9992921352386475
1346,798.94,90.37800000000001,94,192512,142,3.4800856713205577,0.0003,15610,-0.7180574167519808,0.2,-0.021289243212959264,1.3559794425964355,0.01934259,0.164453125,0.9992856383323669
1358,798.94,89.79000000000002,95,194560,143,2.176809246093035,0.0003,15620,-0.7862569829449058,0.2,-0.023154145083390178,0.5695294141769409,0.020795317,0.2134765625,0.9994630217552185
1370,797.0,91.33699999999999,96,196608,143,2.875028657913208,0.0003,15630,-0.7447103140875697,0.2,-0.02043895130773308,0.898614227771759,0.018982105,0.17529296875,0.9990128874778748
1383,796.41,92.265,97,198656,143,630.5608402669429,0.0003,15640,-0.6480891664512456,0.2,-0.008324619823542889,22.236339569091797,0.008720729,0.08623046875,0.9253062009811401
1395,796.41,92.13799999999998,98,200704,143,224.9205004557967,0.0003,15650,-0.7568007284775377,0.2,-0.010999609918508213,383.6037292480469,0.012050242,0.120166015625,0.9618924856185913
1406,796.41,91.49099999999999,99,202752,144,6.417261900007725,0.0003,15660,-0.7477395405061543,0.2,-0.023732521905913018,2.7480239868164062,0.021727823,0.191796875,0.997579038143158
1418,795.69,91.71,100,204800,144,3.4448779687285422,0.0003,15670,-0.7087334906682372,0.2,-0.018052628338045905,1.1362156867980957,0.035347655,0.196044921875,0.999013364315033
1430,795.79,91.07700000000001,101,206848,144,177.79852891862393,0.0003,15680,-0.7672025032341481,0.2,-0.007466878018749412,12.67695426940918,0.008183622,0.09228515625,0.9384167194366455
1442,795.79,90.84500000000001,102,208896,144,17.637591940164565,0.0003,15690,-0.6922404320910573,0.2,-0.015164386939432006,3.745408773422241,0.01397375,0.1392578125,0.9939088821411133
1455,795.61,90.962,103,210944,144,8.022413133829833,0.0003,15700,-0.7959976529702544,0.2,-0.02623297763057053,1.7222204208374023,0.022111963,0.189208984375,0.9963207840919495
1467,796.29,90.37099999999997,104,212992,145,184.3925914630294,0.0003,15710,-0.7069171434268355,0.2,-0.010084473584720399,9.670541763305664,0.009591477,0.097607421875,0.9502600431442261
1479,794.82,90.935,105,215040,145,10.781741351634263,0.0003,15720,-0.7282466536387802,0.2,-0.020226893740618833,5.594185829162598,0.013758261,0.14765625,0.9952384829521179
1491,794.57,89.743,106,217088,145,227.73567130863665,0.0003,15730,-0.733456626906991,0.2,-0.013026851938775508,243.8966827392578,0.009649556,0.12607421875,0.9514685273170471
1502,793.28,93.89599999999999,107,219136,145,132.83743284121155,0.0003,15740,-0.705862638913095,0.2,-0.008755308715626598,2.5373919010162354,0.012739135,0.1251953125,0.9549544453620911
1515,791.59,94.65799999999997,108,221184,145,159.57304592132567,0.0003,15750,-0.6934103395789861,0.2,-0.01732130498130573,94.42183685302734,0.009575826,0.109521484375,0.969373345375061
1527,791.59,94.23800000000001,109,223232,146,281.1446249961853,0.0003,15760,-0.7067053366452456,0.2,-0.009215516808035317,98.4300765991211,0.0062773824,0.05986328125,0.9368561506271362
1540,789.33,95.93800000000002,110,225280,146,10.9987080745399,0.0003,15770,-0.7420701496303082,0.2,-0.013819548471656163,1.4233187437057495,0.021285336,0.205517578125,0.9913070201873779
1552,789.33,96.04999999999998,111,227328,146,197.69168914854527,0.0003,15780,-0.6683187328279019,0.2,-0.01372862265779986,31.16370391845703,0.0073030945,0.090234375,0.9292276501655579
1564,787.84,96.85,112,229376,146,7.33014047332108,0.0003,15790,-0.808491792716086,0.2,-0.016609595264890233,2.0836493968963623,0.028289061,0.226025390625,0.9954173564910889
1577,787.84,97.479,113,231424,146,93.43938800543546,0.0003,15800,-0.7113621387630701,0.2,-0.009561593178659678,7.928619384765625,0.0157196,0.127880859375,0.9483610987663269
1589,787.84,98.096,114,233472,146,14.80303917825222,0.0003,15810,-0.7199038110673428,0.2,-0.017877789602789563,4.941680908203125,0.015484496,0.14228515625,0.9883655309677124
1600,787.72,99.727,115,235520,147,18.806743101775645,0.0003,15820,-0.7770423747599124,0.2,-0.020824053784599526,9.0476713180542,0.014986727,0.152099609375,0.9847148060798645
1612,787.15,101.057,116,237568,147,114.10249177664518,0.0003,15830,-0.6843170400708913,0.2,-0.01614798029331723,9.647741317749023,0.012943717,0.132861328125,0.9636256098747253
1624,786.48,102.07300000000001,117,239616,147,110.57324086427688,0.0003,15840,-0.7417439373210073,0.2,-0.015250629886577372,26.796892166137695,0.011006626,0.109130859375,0.960961103439331
1637,786.29,104.035,118,241664,147,80.91636919826269,0.0003,15850,-0.7093710528686643,0.2,-0.013121211637189845,17.023540496826172,0.014868943,0.151904296875,0.9616989493370056
1649,786.29,103.742,119,243712,147,86.90233094096183,0.0003,15860,-0.6944456046447158,0.2,-0.012544745480408893,63.02346420288086,0.01383503,0.101708984375,0.968185544013977
1661,784.16,104.60000000000002,120,245760,147,21.16680186241865,0.0003,15870,-0.7749524429440499,0.2,-0.016801194491563365,2.9171142578125,0.025662905,0.19208984375,0.9790335297584534
1673,783.02,105.16999999999999,121,247808,148,128.83648992478848,0.0003,15880,-0.6499347318895161,0.2,-0.011657011623901781,38.6917724609375,0.0126322545,0.114501953125,0.9306974411010742
1686,782.11,106.696,122,249856,148,85.61533360779285,0.0003,15890,-0.6981233786791563,0.2,-0.020376649324316532,5.694581508636475,0.027363697,0.19853515625,0.953459620475769
1698,779.4,108.043,123,251904,148,58.6358410179615,0.0003,15900,-0.7388681393116713,0.2,-0.011434247969737044,16.933895111083984,0.014837449,0.145361328125,0.96718829870224
1710,779.4,108.82199999999999,124,253952,148,66.44151771366596,0.0003,15910,-0.6580489045009017,0.2,-0.021686776282149368,22.406766891479492,0.012790242,0.14931640625,0.9516522884368896
1722,779.4,108.84000000000002,125,256000,148,10.078997112810612,0.0003,15920,-0.6986149742268026,0.2,-0.026311245042597874,4.425201892852783,0.032981586,0.224072265625,0.9870458841323853
1734,779.4,107.124,126,258048,148,7.917517414689064,0.0003,15930,-0.7291094435378909,0.2,-0.025123100473138038,2.532971143722534,0.0224077,0.205712890625,0.9919149279594421
1746,779.4,109.381,127,260096,148,5.980783937126398,0.0003,15940,-0.7447412783280015,0.2,-0.019429983949521556,1.2921605110168457,0.04417003,0.265673828125,0.984378457069397
1759,779.4,110.3,128,262144,148,6.265104142576456,0.0003,15950,-0.7572500288486481,0.2,-0.02300832546025049,1.079425573348999,0.02745615,0.2310546875,0.9939593076705933
1771,778.38,111.53599999999999,129,264192,149,5.565054110437631,0.0003,15960,-0.7435488853603601,0.2,-0.025314824987435713,1.972633719444275,0.030398894,0.217529296875,0.9925024509429932
1783,778.38,111.751,130,266240,149,109.61197623163461,0.0003,15970,-0.6785767428576946,0.2,-0.017278201860608532,179.54685974121094,0.014504394,0.132080078125,0.9689736366271973
1796,778.38,111.69099999999999,131,268288,149,4.038092136383057,0.0003,15980,-0.7846740977838635,0.2,-0.02672133536689216,1.1620813608169556,0.027172415,0.217724609375,0.9955792427062988
1808,778.38,112.21300000000001,132,270336,149,5.0093415133655075,0.0003,15990,-0.7300201945006848,0.2,-0.02467718121188227,1.2837395668029785,0.021344215,0.20029296875,0.9950968027114868
1821,778.38,110.55799999999999,133,272384,149,3.9182466469705104,0.0003,16000,-0.7204754177480936,0.2,-0.026619222405133768,1.0442547798156738,0.022271775,0.222021484375,0.996475875377655
1832,780.32,106.99600000000001,134,274432,149,3.4535613086074592,0.0003,16010,-0.5946123725734651,0.2,-0.01975356136172195,0.8847098350524902,0.06409328,0.29716796875,0.9915831089019775
1845,780.91,106.665,135,276480,149,2.9999919993802906,0.0003,16020,-0.7605833048000932,0.2,-0.01326668048859574,0.3995536267757416,0.01902317,0.182275390625,0.9947940707206726
1857,780.91,106.595,136,278528,149,3.6440592728555203,0.0003,16030,-0.7515645733103156,0.2,-0.023263906335341745,0.5899584293365479,0.018855624,0.1677734375,0.9969913959503174
1869,780.91,107.02699999999999,137,280576,150,4.098227495327592,0.0003,16040,-0.6583442942239344,0.2,-0.023115273036819418,0.917057991027832,0.017423727,0.15205078125,0.9971411228179932
1882,781.63,106.35500000000002,138,282624,150,2.931760537624359,0.0003,16050,-0.7795140149071813,0.2,-0.019618057650222908,0.8948052525520325,0.017494725,0.17294921875,0.9983506202697754
1894,781.63,107.058,139,284672,150,3.098104751110077,0.0003,16060,-0.6624945542775095,0.2,-0.021354212514415848,0.6425812840461731,0.018106595,0.15673828125,0.9983633160591125
1906,781.63,106.82600000000001,140,286720,150,2.2600153021514418,0.0003,16070,-0.7975494397804141,0.2,-0.015788151981541886,0.7183139324188232,0.023786815,0.184521484375,0.9987924098968506
1919,781.81,105.855,141,288768,150,3.1439958471804856,0.0003,16080,-0.7239376587793231,0.2,-0.019687212040298618,0.8899819850921631,0.018023448,0.139501953125,0.9981691241264343
1932,780.96,106.161,142,290816,150,2.5723152777180074,0.0003,16090,-0.7778996665030717,0.2,-0.018129663106810766,0.7966458201408386,0.018455293,0.189501953125,0.998555600643158
1944,781.19,106.171,143,292864,150,161.10625183433294,0.0003,16100,-0.7515099035575986,0.2,-0.012968961131991818,9.372097969055176,0.009613967,0.131591796875,0.9693970680236816
1957,781.44,106.95800000000001,144,294912,150,87.64038121849299,0.0003,16110,-0.7172823578119278,0.2,-0.008950487683614483,238.97523498535156,0.01156352,0.083935546875,0.9746804237365723
1969,782.73,106.07700000000003,145,296960,150,12.765403060615062,0.0003,16120,-0.7019088441506028,0.2,-0.014842891875014174,1.6685386896133423,0.01206027,0.110009765625,0.9932549595832825
1982,783.93,105.041,146,299008,150,31.09281261265278,0.0003,16130,-0.7207272755913436,0.2,-0.018016961630200966,13.827509880065918,0.00975736,0.13076171875,0.9905970692634583
1995,784.42,105.565,147,301056,150,4.952487979084253,0.0003,16140,-0.7295958925038576,0.2,-0.021718002039415298,1.7991193532943726,0.021250566,0.19853515625,0.9980908036231995
2008,784.44,104.883,148,303104,150,8.565173549205065,0.0003,16150,-0.7588314358144999,0.2,-0.015228074863262008,4.972733974456787,0.0137483915,0.138330078125,0.9973976016044617
2020,786.68,103.57599999999998,149,305152,151,5.431108618155122,0.0003,16160,-0.6810697264038026,0.2,-0.0175700770894764,1.1502827405929565,0.017845454,0.177783203125,0.9980682730674744
2031,786.68,103.46500000000002,150,307200,151,4.485917385853827,0.0003,16170,-0.7952257838100195,0.2,-0.019274710424360818,1.2415820360183716,0.023584016,0.229443359375,0.9969581961631775
2045,788.17,102.42499999999998,151,309248,151,3.7681277371942996,0.0003,16180,-0.6893600993789732,0.2,-0.025126356128021145,0.6187821626663208,0.024589587,0.208544921875,0.9984527230262756
2057,788.17,102.171,152,311296,151,4.6438619561493395,0.0003,16190,-0.7508929969742895,0.2,-0.01970497085421812,1.7412441968917847,0.014472855,0.161083984375,0.9986302852630615
2069,788.29,101.762,153,313344,151,4.920544221624732,0.0003,16200,-0.6903795526362956,0.2,-0.026864081519306637,2.030299663543701,0.017613556,0.17314453125,0.9980196952819824
2081,788.29,101.59100000000002,154,315392,151,3.788846703991294,0.0003,16210,-0.6783415786921978,0.2,-0.018560165927920026,0.8641418814659119,0.019805618,0.159033203125,0.9989333748817444
2093,788.86,101.03200000000001,155,317440,151,3.6909105144441128,0.0003,16220,-0.7359339918941259,0.2,-0.020858175308967476,1.7422583103179932,0.022027582,0.1810546875,0.99855637550354
2105,788.01,101.025,156,319488,151,2.549978594109416,0.0003,16230,-0.6610022762790322,0.2,-0.020458874688483775,0.8924770951271057,0.023772072,0.168701171875,0.9991422295570374
2117,788.01,101.025,157,321536,151,132.43816387355326,0.0003,16240,-0.7103271741420031,0.2,-0.009406595988548361,37.67546463012695,0.012981204,0.132275390625,0.9774385690689087
2130,788.78,100.904,158,323584,151,4.049843686819076,0.0003,16250,-0.7106654591858387,0.2,-0.018789326575642917,1.2505449056625366,0.018780045,0.140625,0.9986151456832886
2142,791.28,99.52400000000002,159,325632,151,4.520181604847312,0.0003,16260,-0.7023432778194547,0.2,-0.020944423748005647,2.090898036956787,0.020481039,0.2021484375,0.9985916614532471
2155,791.28,99.50800000000001,160,327680,152,3.659722997620702,0.0003,16270,-0.7278893750160933,0.2,-0.02417608928808477,1.1335097551345825,0.018510055,0.181787109375,0.998994767665863
2167,792.19,98.36900000000001,161,329728,152,3.7445593804121016,0.0003,16280,-0.6395805368199945,0.2,-0.01710589477006579,1.0848140716552734,0.018210478,0.171728515625,0.9989209175109863
2179,795.18,96.351,162,331776,152,3.546278728544712,0.0003,16290,-0.778741175122559,0.2,-0.016272546179243362,1.2271921634674072,0.020080904,0.185546875,0.9987064599990845
2191,795.18,95.237,163,333824,152,2.8390378043055535,0.0003,16300,-0.6557587826624512,0.2,-0.021395950835722034,1.0271649360656738,0.024744393,0.18984375,0.9989506006240845
2204,795.18,94.814,164,335872,152,2.555967695079744,0.0003,16310,-0.8095288248732686,0.2,-0.011958447222423275,0.45252442359924316,0.023784213,0.18798828125,0.9987041354179382
2216,795.1,96.87099999999998,165,337920,152,2.2132310211658477,0.0003,16320,-0.7054175186902285,0.2,-0.020284129682113416,0.46691426634788513,0.01729346,0.181689453125,0.9990830421447754
2229,795.1,97.16499999999998,166,339968,152,212.29664981812238,0.0003,16330,-0.7662624770775437,0.2,-0.009315788023377536,316.2358093261719,0.0124563705,0.11064453125,0.9749917984008789
2241,793.72,98.09700000000001,167,342016,152,3.284661559201777,0.0003,16340,-0.6382900844328105,0.2,-0.020800183627579828,0.5328004956245422,0.020232076,0.156005859375,0.9987844824790955
2252,794.74,96.98599999999999,168,344064,152,233.90218769907952,0.0003,16350,-0.6562619209289551,0.2,-0.00817093954392476,34.896854400634766,0.006932483,0.08427734375,0.975113570690155
2265,793.95,97.70300000000002,169,346112,152,5.132859570719302,0.0003,16360,-0.7782631615176797,0.2,-0.014174312345858198,1.9455022811889648,0.018649273,0.180859375,0.9983388781547546
2278,793.95,97.72200000000001,170,348160,152,187.23540179282426,0.0003,16370,-0.6407959575764834,0.2,-0.004474988831498194,125.39982604980469,0.00573965,0.07490234375,0.9729752540588379
2290,793.95,97.589,171,350208,152,4.280623538792133,0.0003,16380,-0.7494396978989244,0.2,-0.01547816711536143,1.177915334701538,0.0313233,0.20927734375,0.9989643692970276
2302,793.95,99.483,172,352256,152,3.0372446928173304,0.0003,16390,-0.717210223339498,0.2,-0.012747258291346953,0.9137977361679077,0.018342976,0.15927734375,0.9991645216941833
2314,793.95,101.67199999999998,173,354304,153,2.471775036305189,0.0003,16400,-0.6981766913086176,0.2,-0.019961656621308065,0.590220034122467,0.0266564,0.170751953125,0.9994187951087952
2327,793.95,102.01999999999998,174,356352,153,3.171794098988175,0.0003,16410,-0.7672775492072106,0.2,-0.01965121722460026,1.2422797679901123,0.021093829,0.163037109375,0.999197244644165
2340,793.25,102.73599999999999,175,358400,153,1.9897474130615591,0.0003,16420,-0.6625169194303453,0.2,-0.025361023015284444,0.7078988552093506,0.020537358,0.17587890625,0.9995608925819397
2352,792.56,102.652,176,360448,153,240.96825608313083,0.0003,16430,-0.7287202470004559,0.2,-0.008965005449135787,22.416799545288086,0.0050626504,0.0736328125,0.9727073311805725
2365,792.56,102.304,177,362496,153,210.66791654527188,0.0003,16440,-0.7153154820203781,0.2,-0.006605844846490072,357.145263671875,0.008417642,0.076806640625,0.967711865901947
2413,792.01,102.83699999999999,178,364544,151,7.636230460554361,0.0003,16450,-0.6822292845696211,0.2,-0.022049531871743966,1.2960143089294434,0.016024496,0.15361328125,0.9976672530174255
2426,792.01,103.30999999999999,179,366592,151,141.74972629398107,0.0003,16460,-0.741013091802597,0.2,-0.0078076811303617434,14.622822761535645,0.011511294,0.10205078125,0.9684162735939026
2438,792.53,103.889,180,368640,151,5.0386719714850186,0.0003,16470,-0.6070375117473304,0.2,-0.018137277323694433,1.3087310791015625,0.018561713,0.1556640625,0.9984669089317322
2451,792.53,103.958,181,370688,151,179.5433377444744,0.0003,16480,-0.7461361926048994,0.2,-0.010307278009713627,154.2061309814453,0.0086043645,0.123095703125,0.970522403717041
2464,792.96,103.51800000000001,182,372736,151,3.3438752576708795,0.0003,16490,-0.6480721754021943,0.2,-0.01498482515453361,0.9050804376602173,0.027477007,0.196142578125,0.9981355667114258
2476,792.96,103.51100000000001,183,374784,151,121.76673250421882,0.0003,16500,-0.6365645595826208,0.2,-0.00897436326049501,1.663907527923584,0.012709805,0.113720703125,0.9628296494483948
2488,792.96,103.28200000000001,184,376832,151,13.849667669087648,0.0003,16510,-0.7567823082208633,0.2,-0.018424812785815446,7.607612133026123,0.014768163,0.1453125,0.9960326552391052
2500,792.29,104.413,185,378880,151,6.05117646344006,0.0003,16520,-0.667182473745197,0.2,-0.019391635268402752,1.4682714939117432,0.017330656,0.15849609375,0.9980375170707703
2512,791.82,104.96900000000001,186,380928,151,179.22286085635423,0.0003,16530,-0.7267889561131596,0.2,-0.009086388794821687,9.228302955627441,0.0063054934,0.089794921875,0.9673587083816528
2525,791.82,105.19500000000002,187,382976,151,152.66306651681663,0.0003,16540,-0.681242570374161,0.2,-0.008821110834105639,36.255706787109375,0.0074134953,0.071728515625,0.9602950215339661
2538,791.82,105.24,188,385024,151,13.226008574664593,0.0003,16550,-0.6661148607730866,0.2,-0.01733246173389489,5.465427398681641,0.013849488,0.136474609375,0.9961663484573364
2550,791.82,105.88499999999998,189,387072,151,5.4216784704476595,0.0003,16560,-0.7655347880907357,0.2,-0.022420166875235736,1.4839506149291992,0.027383935,0.223876953125,0.9972005486488342
2563,791.82,105.74599999999998,190,389120,151,4.653908442333341,0.0003,16570,-0.6688895505852998,0.2,-0.021718545415205882,1.135683298110962,0.019795071,0.1828125,0.998033344745636
2575,791.32,106.35799999999999,191,391168,151,3.266282830387354,0.0003,16580,-0.838393346592784,0.2,-0.020891501192818396,1.2277500629425049,0.026963504,0.241259765625,0.9982939958572388
2587,791.32,105.96499999999997,192,393216,151,116.05831190496683,0.0003,16590,-0.6642419143579901,0.2,-0.01423592103892588,63.78279495239258,0.009428805,0.109716796875,0.9684945940971375
2599,791.32,105.96599999999998,193,395264,152,9.682420241087675,0.0003,16600,-0.7328495508059859,0.2,-0.016283732936426532,3.4784421920776367,0.016519045,0.133203125,0.9964420199394226
2611,791.32,106.06700000000001,194,397312,152,9.349391550570726,0.0003,16610,-0.6912390062585473,0.2,-0.02569778698380105,2.6252565383911133,0.019345634,0.174951171875,0.99672931432724
2623,793.03,104.86699999999999,195,399360,152,6.444308993965388,0.0003,16620,-0.7020361378788949,0.2,-0.018775862581969706,2.456624746322632,0.018614985,0.178173828125,0.9972504377365112
2635,793.03,104.56500000000001,196,401408,152,4.894979252666235,0.0003,16630,-0.776302651874721,0.2,-0.02124371335376054,1.6050604581832886,0.01821125,0.19189453125,0.9973308444023132
2648,793.03,104.51300000000003,197,403456,152,4.178180113062263,0.0003,16640,-0.6807505432516336,0.2,-0.029816666220722255,1.9761176109313965,0.02577513,0.2046875,0.9983149170875549
2661,793.03,104.47300000000001,198,405504,152,4.382716592028737,0.0003,16650,-0.7587284060195089,0.2,-0.02989393282623496,1.874991774559021,0.022435449,0.2109375,0.9979439973831177
2673,792.55,105.76900000000003,199,407552,152,2.6227987486869098,0.0003,16660,-0.6510455880314112,0.2,-0.02224137346347561,0.6358564496040344,0.017905217,0.18232421875,0.9986024498939514
2685,791.32,106.70300000000002,200,409600,152,209.5050930276513,0.0003,16670,-0.7297646075487136,0.2,-0.006250755371729611,8.4151029586792,0.01025474,0.1044921875,0.9665196537971497
2698,791.32,105.44799999999998,201,411648,152,149.67098980993032,0.0003,16680,-0.7490625662729145,0.2,-0.01141201932259719,3.9676036834716797,0.011047721,0.111181640625,0.9528647661209106
2710,791.32,106.738,202,413696,152,4.0545581709593534,0.0003,16690,-0.6655325931496918,0.2,-0.02307399944693316,1.548396110534668,0.023500733,0.1830078125,0.9977014660835266
2723,790.83,107.91100000000002,203,415744,152,5.74675685428083,0.0003,16700,-0.767374019883573,0.2,-0.020912481963750906,2.942984104156494,0.016913876,0.186962890625,0.9976327419281006
2735,790.91,107.07100000000003,204,417792,152,140.13080611005427,0.0003,16710,-0.6436642663553357,0.2,-0.009103180229431018,51.82070541381836,0.009368325,0.07568359375,0.9660733342170715
2747,790.91,106.95100000000001,205,419840,152,8.183609572798014,0.0003,16720,-0.6982438884675503,0.2,-0.015486747404793277,1.7111518383026123,0.013704883,0.145361328125,0.9959152936935425
2760,792.29,105.796,206,421888,152,10.734437806904316,0.0003,16730,-0.6936740472912788,0.2,-0.015111053160217125,2.9356887340545654,0.017729536,0.131201171875,0.994071364402771
2772,792.29,106.186,207,423936,152,6.021169328317046,0.0003,16740,-0.705199689604342,0.2,-0.027808539057150482,3.1706244945526123,0.021557156,0.200048828125,0.9974470734596252
2785,793.08,105.05200000000002,208,425984,152,10.876248645782471,0.0003,16750,-0.7217171154916286,0.2,-0.02040854540609871,3.8686704635620117,0.016969692,0.17509765625,0.9954448342323303
2797,793.08,104.475,209,428032,153,2.934991319850087,0.0003,16760,-0.6721404426731169,0.2,-0.027700814355921467,1.3056068420410156,0.030130628,0.2359375,0.9981014132499695
2809,793.08,104.35699999999999,210,430080,153,3.024953894130886,0.0003,16770,-0.8059502920135856,0.2,-0.014510175577015616,1.715273380279541,0.024149548,0.210595703125,0.9978771209716797
2820,793.08,102.12800000000001,211,432128,153,2.566822635382414,0.0003,16780,-0.6575536880642175,0.2,-0.017757018306292595,0.46502822637557983,0.022592898,0.178857421875,0.9985731840133667
2832,793.08,101.397,212,434176,153,2.3782923610880973,0.0003,16790,-0.8008632769808173,0.2,-0.013433978594548535,0.6757062673568726,0.020103075,0.21796875,0.9981914758682251
2845,793.08,100.96,213,436224,153,2.5998126614838837,0.0003,16800,-0.7029671231284738,0.2,-0.019372869121434634,0.7176973223686218,0.019209987,0.17880859375,0.9982473850250244
2857,793.78,100.113,214,438272,153,2.5491263484582305,0.0003,16810,-0.7518329633399844,0.2,-0.02362044592591701,0.6527559757232666,0.025459401,0.20185546875,0.9990078806877136
2870,794.47,100.35199999999999,215,440320,153,2.305029897019267,0.0003,16820,-0.7185357232578099,0.2,-0.017975684284465387,0.7142786383628845,0.021054976,0.181201171875,0.9988429546356201
2883,794.43,101.101,216,442368,153,2.7875996811315416,0.0003,16830,-0.694441220536828,0.2,-0.019197792824706995,0.9306616187095642,0.019003617,0.16572265625,0.9992544651031494
2895,794.98,100.73400000000001,217,444416,153,162.37060266137124,0.0003,16840,-0.7572032757103443,0.2,-0.009312301309546456,186.16156005859375,0.012353865,0.140869140625,0.9567623138427734
2907,794.98,100.561,218,446464,153,5.271701901778579,0.0003,16850,-0.6327846576459706,0.2,-0.017521955457050355,1.8002680540084839,0.015944654,0.11806640625,0.998713493347168
